"response","predictor1","predictor2","predictor3"
175.444661725506,44.3952435344779,26.9905357700749,60.0840255029733
180.126125151861,47.6982251051672,25.0315070445064,59.2008991246761
242.192354440444,65.5870831414912,35.1339252803745,79.6403951884668
217.520036043698,50.7050839142458,33.7553065130316,77.3564973428653
127.858876409145,51.2928773516095,22.4541673133565,29.0131445049914
292.713995211641,67.1506498688328,29.5242627457536,100.811469114388
242.508756469069,54.609162059892,25.5202608862175,84.9945147197038
304.974472705996,37.3493876539347,19.6462446472902,128.324147462967
240.754311278664,43.1314714810647,30.7506006559407,93.7039647610219
199.539486256863,45.5433802990004,29.6039414537071,71.0608138207602
353.262047312796,62.2408179743946,29.5131536624346,135.947822939162
339.588012104105,53.5981382705736,31.0807627090062,136.64452047831
178.818246091706,54.0077145059405,34.4123258219829,55.6257636741964
244.036669611827,51.1068271594512,31.0279875224169,89.3806391191085
207.458488009881,44.4415886524593,26.9178207856324,75.775061627357
259.658983862368,67.8691313680308,26.3260037403936,83.7410229310803
239.623082824044,54.9785047822924,29.3409860347941,84.5508545713763
142.931996914483,30.3338284337036,31.5500849328948,54.761990742619
247.425831900198,57.0135590156369,24.8015982364898,85.7117916048512
285.994119717939,45.2720859227207,29.0784556557881,114.984947262836
198.112496592583,39.3217629401315,34.8363363008396,76.7181999173039
213.200602765291,47.8202508534171,29.4585995438276,76.7414657860309
264.707848033422,39.7399555169276,26.507896662028,107.971440126749
248.376407177772,42.7110877070886,28.6202741578723,97.967924813659
144.889844731279,43.7496073215074,35.5732427268099,47.0301036323743
205.674264507034,33.1330668925759,32.7502198060707,84.5711394652437
300.149429175949,58.3778704449452,36.183379000408,113.070944693555
280.205908290456,51.5337311783652,30.6954892858089,108.305526998383
221.500703305611,38.6186306298805,32.0513754824521,88.3990320762846
272.683721509216,62.5381492106993,27.2077154382593,94.4244161422579
181.768149065722,54.2646422147681,33.0268533446517,56.0612957562263
232.271038648459,47.0492851700773,27.4683322890538,86.0026313376275
201.786587853426,58.9512566104502,22.8971724765213,60.9110212962436
217.223740265311,58.7813348753304,30.6399648284206,70.8396386380611
268.297543695526,58.2158108163749,39.7292560886572,98.7120736755921
186.840651415119,56.8864025410009,34.0045716978653,57.2621377661771
238.888503052574,55.5391765353759,35.8262669497313,85.3383650174612
238.471228019325,49.3808828942328,31.7942786154658,88.5666407894309
222.345368127421,46.9403733626008,26.9572141084189,81.0982393967926
291.415367630216,46.1952899898762,28.9887957244486,116.443776436708
173.480002847237,43.0529302107949,28.6337594659404,59.553053428495
245.577361553525,47.920827219804,27.6565011010896,92.122605228712
198.625243147078,37.3460364843174,33.5208364196486,78.2213886509867
249.489121614843,71.6895596533851,24.0131824881729,74.7833551233215
257.681698115994,62.0796199830499,34.3318306605639,89.2818246770476
164.754818387821,38.7689141679665,34.3207624311295,59.5919881863214
167.35332404983,45.9711516470092,24.0068882046563,53.7309816696319
195.236127645757,45.3334464637678,33.1974599895027,70.1103824903315
297.148107540156,57.7996511833632,42.1511332617225,115.035142995109
225.26070173094,49.1663093352817,27.213922590292,81.1152954922504
237.923098495556,52.5331851399475,34.2245212070404,86.6286879645577
216.1750923593,49.714532446513,26.088990771903,76.2030672464492
237.363980988854,49.5712954270868,35.553557091014,89.4098546390765
205.785450042266,63.6860228401446,31.2491235996328,60.9664091396571
262.714224132726,47.7422901434073,38.2595769581158,103.158209331373
271.483964302593,65.1647060442954,22.7051463573154,91.694105204827
168.063218539126,34.5124719576978,29.7435105693732,63.8709435461659
234.15610369738,55.8461374963607,27.365374119372,81.0910649162398
252.953167384143,51.2385424384461,29.0136756546185,94.3266323899825
250.647722118325,52.1594156874397,26.85210628657,91.1546196410921
289.370537827718,53.7963948275988,25.830782097325,109.638680317538
190.492312053148,44.976765468907,32.8936118730822,67.740244902103
265.404829248842,46.6679261633058,24.5620964296154,102.322732309808
246.009361297937,39.8142461689291,37.4201546577814,100.730960198824
202.86569609215,39.2820877352442,24.0689670734312,76.7503373619429
187.111942694757,53.0352864140426,30.5053957569764,60.4814661435623
185.739618067997,54.4820977862943,32.6649464341324,58.2170961823097
240.877774862588,50.530042267305,32.9336766954631,89.1557391588994
